,img_h,error,Clump,Misread,Area,Perimeter,Solidity,Major_axis_length,Minor_axis_length,Equivalent_diameter,Eccentricity,Extent,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Correlation,Bounding_box,Entropy
Adiantum poiretii1-2,972,0,0,0,131868,1372.66313,0.996757296,419.1427381,405.1006353,409.7554787,0.256673989,0.751230517,156.247322,2.140441501,0.626412013,0.060757526,0.246486672,0.986101229,"(253, 381, 677, 795)",5.909739093
Adiantum reniforme1-1,972,0,0,0,41468,814.0031381,0.977811314,257.2502587,206.4006225,229.7796715,0.596875359,0.748276733,319.5598688,4.463057939,0.515585326,0.060525561,0.246008092,0.977908686,"(292, 463, 521, 705)",5.644496497
Adiantum reniforme1-2,972,0,0,0,55772,900.0630586,0.991890161,276.3948995,260.8001235,266.4791097,0.331150592,0.756928422,241.4041511,5.179456821,0.431313007,0.055888147,0.236399338,0.977436472,"(423, 719, 700, 985)",6.170062777
Adonis annua1-1,972,0,0,0,65958,969.0924958,0.993957112,305.8610301,275.4156685,289.7936057,0.434938526,0.798175129,94.88185945,3.60493735,0.430474551,0.038625005,0.19652366,0.972607967,"(26, 451, 318, 734)",6.118933488
Adonis annua1-1,972,0,0,0,70647,1010.790981,0.991940579,317.1704605,284.7762048,299.9175789,0.440271199,0.780802387,106.2245245,3.904259253,0.428458476,0.045643196,0.213635419,0.971881493,"(327, 645, 639, 935)",6.064416048
Adonis annua1-1,972,0,0,0,76442,1034.104689,0.996363447,321.1306936,303.6155512,311.9759242,0.325744315,0.805814701,75.74060811,3.190150566,0.44041571,0.031609239,0.177782299,0.973446442,"(351, 183, 658, 492)",6.151724481
Adonis annua1-1,972,0,0,0,73026,1018.18795,0.992767612,309.5890274,300.7713431,304.9255499,0.236965367,0.76746679,88.29330503,3.181366615,0.469244367,0.045249545,0.212713252,0.972827699,"(635, 330, 948, 634)",6.03063809
Adonis annua1-1,972,1,0,1,1434,175.7228714,0.956,77.30686745,23.99140067,42.72967946,0.950625681,0.459615385,234.4540369,4.84411681,0.619779223,0.265665614,0.515366598,0.837483759,"(732, 644, 797, 692)",3.748474682
Aegopodium alpestre1-1,972,1,1,0,14127,767.6122651,0.739439937,253.7164458,90.1429139,134.115827,0.93475613,0.426939466,882.8929051,6.0477212,0.689176081,0.301963664,0.549500399,0.952416738,"(324, 624, 487, 827)",3.713033499
Aegopodium alpestre1-2,972,0,0,0,43116,943.1240251,0.934622388,411.3444853,138.4844696,234.3010803,0.941625203,0.466865904,257.3161409,4.380954182,0.611830582,0.278878876,0.528088392,0.980374428,"(206, 534, 518, 830)",4.416915057
Aegopodium alpestre2-1,972,1,1,0,14127,767.6122651,0.739439937,253.7164458,90.1429139,134.115827,0.93475613,0.426939466,882.8929051,6.0477212,0.689176081,0.301963664,0.549500399,0.952416738,"(324, 624, 487, 827)",3.713033499
Aegopodium alpestre2-2,972,0,0,0,43116,943.1240251,0.934622388,411.3444853,138.4844696,234.3010803,0.941625203,0.466865904,257.3161409,4.380954182,0.611830582,0.278878876,0.528088392,0.980374428,"(206, 534, 518, 830)",4.416915057
Aegopodium podagraria1-1,972,0,0,0,25272,740.2396821,0.887328394,211.7021292,158.3290952,179.3803495,0.66382699,0.593072374,237.2171095,4.855397381,0.51930755,0.158649718,0.398302837,0.962114974,"(7, 18, 208, 230)",5.215133368
Aegopodium podagraria1-1,972,1,0,1,1571,179.3969696,0.922489724,77.31060881,26.58116232,44.7242588,0.93903449,0.779265873,988.2474539,11.29345906,0.343128788,0.031004222,0.174793027,0.732579627,"(288, 832, 316, 904)",5.921166654
Aegopodium podagraria1-1,972,1,0,1,2512,274.0071427,0.739258387,72.16299207,56.16583966,56.55420176,0.627868839,0.552087912,1043.4476,9.509570779,0.506005729,0.159891686,0.399821376,0.887449161,"(364, 288, 434, 353)",4.899801907
Aegopodium podagraria1-1,972,0,0,0,33369,784.9676042,0.963976196,309.2447997,139.3359666,206.1230952,0.892741857,0.649151817,196.310933,4.873299737,0.484940191,0.111246885,0.333527883,0.967539936,"(568, 462, 749, 746)",5.640269429
Aegopodium podagraria1-1,972,1,0,1,1838,192.6934342,0.921303258,80.66136072,30.53230421,48.37576132,0.925591257,0.474200206,480.7274458,6.434257534,0.598142539,0.249987023,0.499957099,0.816982838,"(731, 635, 799, 692)",4.092728159
Aegopogon tenellus1-1,972,1,0,1,1956,211.7228714,0.842377261,62.05609078,47.15900718,49.90447424,0.649991315,0.603703704,1074.43678,9.706590449,0.499841123,0.130129105,0.360674913,0.93423389,"(430, 649, 484, 709)",4.659401896
Aegopogon tenellus1-1,972,1,0,1,1320,223.9594155,0.702875399,74.45167041,35.67887646,40.99605102,0.877693739,0.469416785,1670.301293,11.49278733,0.607453401,0.238374035,0.488140456,0.901437952,"(483, 502, 521, 576)",3.688576919
Aegopogon tenellus1-1,972,1,0,1,1321,171.4802307,0.934229137,73.97607547,23.70958034,41.01157689,0.94724738,0.443884409,416.8972913,6.304194104,0.617115012,0.281849355,0.530844967,0.82694081,"(733, 643, 795, 691)",3.835213022
Aeonium canariense1-1,972,0,0,0,6028,366.2325394,0.947203017,95.26753431,83.32269979,87.60757944,0.48481271,0.690492554,729.7748628,11.86230969,0.36176133,0.083401954,0.28875853,0.945338594,"(337, 1057, 434, 1147)",5.873909059
Aeonium canariense1-1,972,1,0,1,1369,206.0660172,0.722046414,63.46667225,36.67569554,41.75002918,0.816126489,0.509300595,1380.149326,12.90625691,0.507432191,0.201647765,0.449000468,0.873349684,"(641, 685, 697, 733)",4.367294483
Aeonium canariense1-1,972,0,0,0,6202,296.5929291,0.981173865,91.21846667,87.48287845,88.86299374,0.28324395,0.774282147,405.9196705,9.849270435,0.303109922,0.042674485,0.206522572,0.95759516,"(755, 521, 845, 610)",6.258250381
Aeonium canariense1-2,972,1,1,0,10104,448.1320344,0.888498065,163.5120279,86.10301854,113.4231562,0.850122343,0.634912656,431.3636352,8.672221029,0.425485832,0.123434359,0.35131538,0.963581671,"(280, 636, 426, 745)",5.420974652
Aeonium canariense1-2,972,1,0,1,1783,177.1959595,0.952966328,64.12360554,36.66070057,47.64647005,0.820449318,0.663318452,1048.256209,11.01734383,0.403627776,0.093110173,0.304998177,0.921979565,"(903, 429, 967, 471)",5.570236902
Aeonium ciliatum1-1,972,0,0,0,8394,350.3330445,0.971302939,106.9613161,100.870107,103.3807174,0.33264471,0.719650206,358.1185035,7.260924353,0.376287454,0.070596751,0.265678998,0.947217956,"(298, 945, 406, 1053)",5.494280759
Aeonium ciliatum1-1,972,0,0,0,7534,342.9777054,0.964660691,99.50328991,97.16708154,97.94175172,0.215420891,0.769010922,648.5728984,9.544483925,0.337121596,0.045029356,0.212145162,0.934611248,"(429, 380, 530, 477)",6.080505866
Aeonium ciliatum1-1,972,0,0,0,7049,318.5340546,0.98711665,109.2593039,82.40314237,94.73682257,0.656647136,0.738424471,531.5223562,9.966939171,0.328733078,0.059678674,0.244251456,0.946276392,"(438, 634, 549, 720)",5.909177575
Aeonium ciliatum1-1,972,1,0,1,1277,153.5391052,0.88434903,48.72653004,35.06666397,40.32278387,0.694323889,0.592300557,1686.803084,11.87581236,0.48202382,0.135221775,0.367619239,0.882566482,"(520, 1188, 564, 1237)",4.882322129
Aeonium ciliatum1-2,972,0,0,0,6823,327.9066376,0.958017411,103.8795144,85.41870931,93.20575848,0.569073913,0.726391994,572.9299201,9.314547057,0.354571291,0.061356051,0.247649868,0.931976291,"(72, 166, 173, 259)",5.786081613
Aeonium ciliatum1-2,972,0,0,0,7426,335.6639969,0.964540849,102.3294408,93.55011648,97.23721952,0.40525138,0.824286824,651.4434124,8.552868192,0.306561874,0.024312423,0.155826433,0.91293225,"(413, 745, 504, 844)",6.186815409
Aeonium ciliatum1-2,972,1,1,0,26803,667.7371568,0.945598871,198.9115439,178.8761857,184.7339696,0.437383597,0.635533741,226.6752342,5.489647463,0.470410377,0.126789574,0.356069967,0.969001946,"(651, 265, 864, 463)",5.146851192
Aeonium ciliatum1-2,972,0,0,0,7635,333.2792206,0.974846782,101.8933704,96.12496219,98.59606445,0.331691824,0.811802233,528.8453086,6.235739788,0.392199034,0.029276953,0.171025623,0.915145995,"(801, 1103, 900, 1198)",6.010497426
Aeschynomene cristata1-1,972,0,0,0,79466,1157.022474,0.986493532,376.4850971,269.1425543,318.086865,0.699244745,0.749212754,182.4744165,3.39761584,0.569560701,0.061254567,0.24748841,0.987419739,"(259, 508, 621, 801)",5.877355215
Aeschynomene cristata1-2,972,0,0,0,71479,1036.104689,0.986230114,346.0927379,263.4663665,301.6784537,0.648447418,0.772445319,295.0586111,3.712378666,0.549405914,0.052076413,0.228185477,0.982941065,"(342, 392, 611, 736)",5.489840782
Aesculus hippocastanum1-1,972,0,0,0,22011,639.5706345,0.970716648,215.5987254,130.5284854,167.4075136,0.795903678,0.693216175,219.6084796,5.873866162,0.434816402,0.084703136,0.291024157,0.970008115,"(346, 751, 514, 940)",5.890386996
Aesculus hippocastanum1-1,972,0,0,0,19896,560.256926,0.971105037,196.2057451,130.5670009,159.1614714,0.74643385,0.704931973,287.2233103,6.331939194,0.413685334,0.080766441,0.284177146,0.967295902,"(463, 578, 659, 722)",6.042990217
Aesculus hippocastanum1-1,972,0,0,0,21644,640.3401872,0.928010976,230.7229403,121.5071458,166.0060141,0.850090517,0.576942556,248.3145083,5.078825554,0.52130841,0.164092918,0.405076801,0.974035743,"(622, 182, 805, 387)",5.239173329
Aesculus hippocastanum1-1,972,1,0,1,1702,188.4507935,0.94766147,82.11690371,27.08984795,46.55162409,0.944018091,0.465408805,346.5255401,5.816906278,0.611977321,0.261923461,0.511741864,0.832303482,"(730, 640, 799, 693)",3.940424284
Aethusa cynapium1-1,972,1,0,1,1465,153.4386002,0.94516129,56.06133755,35.54446923,43.18907192,0.773309922,0.661698284,764.0178309,8.623171371,0.437752969,0.092581039,0.304138946,0.826335105,"(34, 1025, 75, 1079)",5.330854786
Aethusa cynapium1-1,972,1,0,1,6388,445.2031022,0.723688682,134.3203639,74.0003271,90.18566522,0.834555345,0.457265569,448.6198405,6.121728778,0.590634633,0.264172115,0.513963383,0.907034755,"(132, 1094, 242, 1221)",4.255808865
Aethusa cynapium1-1,972,0,0,0,12892,441.1025971,0.981425091,155.4081237,106.7284858,128.1194919,0.726881794,0.713447703,329.0042469,5.468772059,0.430105618,0.075143846,0.274105799,0.938858231,"(142, 464, 272, 603)",5.872706099
Aethusa cynapium1-1,972,1,1,0,30280,967.7199128,0.803183024,329.7320343,134.4908362,196.3509445,0.913035905,0.45342917,158.6034546,3.550194572,0.635769629,0.289643583,0.538182829,0.975060479,"(231, 856, 496, 1108)",4.263025688
Aethusa cynapium1-1,972,0,0,0,13712,467.1025971,0.962448235,168.6048563,104.921689,132.1312251,0.782784087,0.694278481,240.0873662,5.968438777,0.422459483,0.086508083,0.294107498,0.944012949,"(582, 204, 740, 329)",5.678854845
Aethusa cynapium1-1,972,1,1,0,31640,887.276262,0.839591349,310.5276775,155.3895867,200.7119807,0.86579148,0.515855547,147.3058406,4.258159676,0.568075458,0.227723083,0.477200612,0.977710843,"(589, 832, 850, 1067)",4.764262492
Aethusa cynapium1-1,972,0,0,0,17818,554.3990617,0.952477682,210.8561728,108.6893075,150.6206566,0.856909691,0.621377507,234.9942218,6.410263383,0.435133216,0.100933132,0.317688513,0.957301118,"(701, 284, 886, 439)",5.712906569
Aethusa cynapium1-1,972,1,0,1,1474,175.9655121,0.959635417,77.83076295,24.57681119,43.32153147,0.948834947,0.462794349,301.8869929,5.436899754,0.616490873,0.263461174,0.513238388,0.837889846,"(732, 642, 797, 691)",3.850385438
Aethusa cynapium1-1,972,1,0,1,1293,146.4680374,0.929547088,53.28143721,33.51933393,40.57460698,0.777324656,0.657012195,856.0989817,8.82653483,0.4616757,0.09760409,0.312321747,0.947264435,"(887, 24, 928, 72)",5.068337274
Aethusa cynapium1-1,972,1,0,1,1375,144.2253967,0.962211337,53.53787786,33.38185199,41.84141936,0.781808675,0.748910675,899.6230658,9.85287465,0.404329227,0.046797597,0.215991914,0.935718575,"(918, 136, 954, 187)",5.557951762
Afrobrunnichia erecta1-1,972,0,0,0,419568,2591.260244,0.973882364,779.3764488,693.1378579,730.897099,0.457228517,0.713405427,48.22937837,0.828104969,0.837978755,0.088915746,0.298179287,0.973993053,"(144, 146, 924, 900)",4.652248531
Afrobrunnichia erecta1-2,972,0,0,0,365676,2307.956636,0.993881939,715.0297697,652.6888578,682.3438604,0.408376585,0.771232429,71.47274227,1.06719889,0.806575082,0.057277381,0.239315699,0.960594489,"(114, 342, 779, 1055)",5.149602198
Afrobrunnichia erecta1-3,972,1,0,1,7598,473.1259377,0.862037667,124.5155685,82.25228876,98.35687094,0.750757114,0.582043818,505.2523569,5.529899506,0.548694152,0.16017911,0.400194644,0.94091891,"(7, 545, 114, 667)",4.552136046
Afrobrunnichia erecta1-3,972,0,0,0,448500,2745.962733,0.985558329,902.6739925,633.9246332,755.6771373,0.711906583,0.775157624,56.85749723,1.030750581,0.781345342,0.05542111,0.235402215,0.965872863,"(162, 150, 818, 1032)",5.0448258
Afzelia bipindensis1-1,972,0,0,0,493228,2678.230806,0.99189356,837.8079973,750.8289221,792.4628661,0.443685481,0.764468196,28.82706176,0.727692932,0.831219617,0.064019575,0.253004222,0.957400443,"(83, 325, 922, 1094)",4.754552567
Afzelia bipindensis1-2,972,1,0,1,2935,312.7289681,0.747009417,76.90966974,55.00112929,61.13066386,0.698981935,0.558409437,410.5639462,4.766988033,0.701999394,0.172171265,0.41487405,0.905449399,"(617, 1222, 690, 1294)",3.813832496
Afzelia quanzensis1-1,972,0,0,0,81292,1189.442784,0.967324306,326.9185357,318.4308691,321.7206693,0.226387303,0.728710244,214.6044041,1.954593485,0.759530919,0.083261557,0.288520928,0.963595735,"(349, 449, 683, 783)",4.299062001
Aganope gabonica1-1,972,0,0,0,76401,1212.212337,0.945908134,380.1367637,262.7963095,311.8922482,0.722548316,0.655015432,172.0218869,2.612555656,0.619098778,0.115545814,0.339916762,0.975149114,"(632, 108, 956, 468)",5.352130418
Aganope gabonica1-2,972,0,0,0,48474,875.7615434,0.968782477,253.8436509,246.7729922,248.4331171,0.234377692,0.734187568,211.7516517,3.249888427,0.560688376,0.067706649,0.260197917,0.971979786,"(325, 653, 577, 915)",5.713572734
Agapanthus praecox v%2320BCC6,450,0,0,0,13657,457.3036072,0.992009879,169.7941136,102.8764026,131.865964,0.795549118,0.750673336,283.7618075,8.010703641,0.325222283,0.054198498,0.23277618,0.924365131,"(54, 197, 167, 358)",5.681411688
Agapanthus praecox v%2320BCC6,450,0,0,0,13807,453.7888886,0.985932591,156.6867575,113.2024179,132.5881533,0.691396026,0.747132035,206.1979255,7.718201634,0.333139154,0.057722935,0.240231909,0.955494686,"(267, 181, 421, 301)",5.524196923
Agapanthus praecox v%2320BCC7,450,1,0,1,818,139.3969696,0.847668394,51.30350332,22.21041046,32.27243325,0.90143143,0.511889862,1610.845219,10.32943549,0.653905926,0.201673487,0.448927099,0.88380406,"(141, 384, 188, 418)",3.504640547
Agave maximiliana1-1,972,0,0,0,372535,2604.497834,0.980270134,986.9636165,484.0053244,688.7135063,0.871498401,0.634114,118.1438674,3.290386355,0.529628532,0.127808184,0.35750161,0.984123124,"(11, 79, 954, 702)",5.461497642
Agave tequilana1,450,1,0,1,366,123.1837662,0.576377953,37.23688214,22.78451445,21.58716455,0.79095038,0.373469388,2079.754632,18.1183629,0.55434245,0.263919637,0.513534602,0.758845643,"(201, 366, 236, 394)",3.543822664
Agave tequilana2,450,1,0,1,422,105.254834,0.756272401,43.17510124,15.49533535,23.17988542,0.933377874,0.57027027,956.8426434,14.11591666,0.416661135,0.137415716,0.370047776,0.785414855,"(34, 146, 54, 183)",4.349076272
Agave tequilana2,450,1,0,1,574,144.7045815,0.669778296,47.20305008,20.73481838,27.03404333,0.898355767,0.494401378,1086.962281,13.97310366,0.495679299,0.205444434,0.453054546,0.800880225,"(51, 337, 94, 364)",3.990413384
Agave tequilana2,450,1,0,1,655,151.1543289,0.651093439,60.37290823,19.41038137,28.87857167,0.946906815,0.451724138,1094.940286,13.09993616,0.522234025,0.228822963,0.478056665,0.822939405,"(71, 30, 129, 55)",3.785518444
Agave tequilana2,450,1,0,1,287,100.0771645,0.686602871,28.14793703,21.99318744,19.11595536,0.62410212,0.498263889,1502.542149,17.10772094,0.468952499,0.181436982,0.425426466,0.734894112,"(193, 91, 217, 115)",3.895369234
Agave tequilana2,450,1,0,1,322,90.52691193,0.832041344,42.41627395,10.79215807,20.24804024,0.967090042,0.605263158,1346.824841,17.08177376,0.369833794,0.104555414,0.322319121,0.744260852,"(225, 230, 263, 244)",4.580653693
Agave tequilana2,450,1,0,1,306,82.627417,0.86440678,38.5284766,11.13294643,19.73857393,0.957343068,0.75,1045.655561,17.52626702,0.234234732,0.031763175,0.173231712,0.653734604,"(233, 37, 267, 49)",5.167180868
Agave tequilana2,450,1,0,1,296,113.5624458,0.571428571,38.32604778,16.50895457,19.41336924,0.902471176,0.338285714,1570.88468,15.3978764,0.605790694,0.321273166,0.566678065,0.748016339,"(233, 526, 258, 561)",3.057537547
Agave tequilana2,450,1,0,1,888,183.7817459,0.610309278,75.08407616,28.9789084,33.62494187,0.922518535,0.406779661,943.9926934,11.66603743,0.536750953,0.241268047,0.491113496,0.846603568,"(250, 306, 287, 365)",3.770524945
Agave tequilana2,450,1,0,1,392,100.9766594,0.706306306,43.34830276,13.55548901,22.3407677,0.949848336,0.466666667,1122.997637,13.110712,0.527596552,0.230624079,0.479843186,0.804924634,"(262, 156, 283, 196)",3.741017863
Agave tequilana2,450,1,0,1,301,84.04163056,0.775773196,34.37926655,12.71363615,19.57664688,0.929109259,0.520761246,1176.764601,15.5789536,0.455456476,0.167950237,0.408848806,0.743604297,"(278, 38, 312, 55)",4.11345504
Agave tequilana2,450,1,0,1,439,103.9827561,0.831439394,46.25252536,13.52819207,23.64216911,0.956269964,0.404608295,703.6781178,10.11328928,0.583180205,0.296842917,0.544705299,0.836279062,"(310, 53, 341, 88)",3.433558587
Agave tequilana2,450,1,0,1,597,154.0893578,0.612307692,54.80451191,27.51700222,27.57034654,0.864813204,0.363359708,796.1048029,10.49602656,0.598479949,0.316592025,0.562593465,0.841709108,"(346, 415, 399, 446)",3.418732501
Agave tequilana2,450,1,0,1,378,92.84062043,0.818181818,39.47235449,13.30442081,21.93819837,0.941484356,0.424242424,716.8014763,10.33070489,0.575559685,0.279308325,0.528294373,0.81897966,"(391, 510, 418, 543)",3.53362928
Agave tequilana2,450,1,0,1,358,84.76955262,0.87960688,34.23872636,13.94419657,21.34993576,0.913310534,0.529585799,1290.922546,15.72014615,0.436921699,0.152479099,0.39019291,0.783370644,"(407, 367, 433, 393)",4.223849064
Agelaea pentagyna1-1,972,0,0,0,71311,1007.94531,0.990540616,305.4457365,298.0103382,301.3237216,0.219301137,0.764090091,211.5354321,2.837292026,0.606302348,0.054317246,0.233052226,0.952317903,"(302, 534, 609, 838)",5.767202455
Agelaea pentagyna1-2,972,0,0,0,68961,989.7026689,0.991004067,302.7833511,290.6941534,296.3171818,0.279749217,0.761184145,241.4815158,3.225605377,0.533339982,0.054724771,0.23392746,0.961034576,"(289, 490, 592, 789)",6.075907519
Ageratina arsenei1-1,972,0,0,0,21535,707.2924599,0.881786913,171.1280813,161.5139977,165.5874802,0.330461797,0.661110088,526.2216312,5.961909989,0.479431951,0.099896545,0.316046597,0.886467165,"(357, 552, 540, 730)",5.261008641
Ageratina arsenei1-1,972,1,0,1,1747,189.8650071,0.958310477,83.00498226,27.399635,47.16300971,0.943947272,0.470889488,465.1021289,6.332886933,0.601283848,0.251103805,0.501066766,0.814056686,"(730, 640, 800, 693)",4.066931576
Ageratina leptodictyon1-1,972,1,0,1,1746,190.6934342,0.956712329,82.85949445,27.4252066,47.14950949,0.943636198,0.463991496,419.5670204,5.998157359,0.614643818,0.258666363,0.508556268,0.809114939,"(729, 640, 800, 693)",3.97520395
Ageratum conyzoides1-1,972,0,0,0,46106,1100.472222,0.892541185,252.0806184,236.6518839,242.2890473,0.344477855,0.662138097,232.8499833,3.818543171,0.541769424,0.100820774,0.317513207,0.874959292,"(432, 437, 704, 693)",4.939793307
Ageratum conyzoides1-3,972,1,0,1,1332,210.01829,0.767723343,52.01759172,36.40568469,41.18197511,0.714267744,0.538181818,891.9873616,8.056800964,0.651552219,0.177117621,0.420694646,0.845915153,"(252, 1138, 297, 1193)",3.911964268
Agrimonia eupatoria,450,0,0,0,6410,302.6934342,0.986305585,99.91841476,81.99585786,90.34082954,0.57146263,0.79380805,171.3485155,5.480335519,0.348452081,0.035026766,0.187070055,0.930423398,"(192, 278, 287, 363)",5.517849994
Agrimonia eupatoria,450,1,0,1,464,88.28427125,0.943089431,35.42335942,16.98359339,24.30603112,0.8775713,0.758169935,2538.212927,15.6169371,0.534122481,0.04082052,0.20011234,0.734382029,"(265, 40, 283, 74)",3.420074032
